year,regionid,unemploymentrate,lis,MA_2005_penetration,MA_2004_penetration,MA_2003_penetration,Contract_ID,Plan_ID,Plan_Type,Benefit_Type,Part_D_Total_Premium,Part_D_Basic_Premium,Part_D_Basic_P_Below_Bench,Extra_Coverage_in_Gap,Part_D_Drug_Deductible,enrol_tot_num,enrol_tot_num_croWlagged,enrol_lis_num,enrol_lis_num_croWlagged,top_drug,perc_drug_frf,n_medications,in_area_flag,drug_frf,Parent_Organization,firm_name_price,firm_name_enrollment,WellPoint_Dum_price,WellCare_Dum_price,UnivHeal_Dum_price,UnivAmer_Dum_price,Munich_Dum_price,Medco_Dum_price,Caremark_Dum_price,CVS_Dum_price,LDS_preMerg_Dum_price,UnitHeal_Dum_price,Torchmarck_Dum_price,Kaiser_Dum_price,Humana_Dum_price,HealthSpring_Dum_price,HealNet_preMerg_Dum_price,HISC_Dum_price,Envision_Dum_price,Coventry_Dum_price,Aetna_Dum_price,CIGNA_Dum_price,All_OtherFirms_Dum_price,regionid_str,year_str,Plan_ID_str,new_id1,new_id4,basic,pdp,sample,lis_wcross,tot_wcross,lis_denominator3,enrol_tot_denominator3,lis_weight,enrol_tot_weight,true_weight_cw,check,true_weight_check_cw,tot_enrollmentFDC_TEMPORANEO2,weig_reg_basic_prem,mean_w_reg_basprem,enrol_tot_mapd,enrol_tot_denominator,mapd_regio_share,mapd_regio_share_t1,mapd_regio_2006share,conc_weig_basicpdpd_c4,logmean_w_reg_bpr,logmean_w_reg_bpr_ch,year2009,regio_2006share2
2010.0,23.0,6.9111137,32.31,0.079704724,0.07525338,0.074573964,H0540,89,PFFS,Enhanced Alternative,22.1,20.0,,Y,0,26.223055,12.893481,5.8053555,2.8638756,100.0,0.95720524,,,1096.0,"Wellpoint, Inc.",WellPoint,WellPoint,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,2010.0,89,2010.023.0,23.0H0540089,0,0,0,2.8638756,12.893481,122417.68780896,293095.75048,2.3394295802002453e-05,4.399067874196222e-05,2.3394295802002453e-05,1.0,2.3394295802002457e-05,307397.545353,0.001706133012213,31.671400969772208,26.223055,307397.545353,0.0547727210399979,0.0,0.0657169850998088,0.4458832786090644,3.455414096066372,0.12529149993956423,1,0.0657169850998088
2011.0,23.0,6.1543736,33.62,0.079704724,0.07525338,0.074573964,H2944,22,PFFS,Enhanced Alternative,24.6,24.6,,Y,0,2463.0,4944.0,587.0,1035.0,92.0,0.9421141,,,1123.0,Humana Inc.,Humana,Humana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,2011.0,22,2011.023.0,23.0H2944022,0,0,0,1035.0,4944.0,122943.438263,292707.148938,0.0084185054088525,0.0168906021528268,0.0084185054088525,1.0,0.0084185054088525,314515.972558,0.1926445881498963,32.509308989573206,2463.0,314515.972558,0.061618492194148,0.0,0.0657169850998088,0.5813486348665904,3.4815264787707285,0.026112382704356563,1,0.0657169850998088
2007.0,24.0,4.1159153,30.56,0.03670837,0.032759465,0.033373836,H0540,20,PFFS,Enhanced Alternative,11.0,11.0,Below Regional Benchmark,,0,38.06394,,3.3993647,,74.0,0.79188347,,,761.0,"Wellpoint, Inc.",WellPoint,WellPoint,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,2007.0,20,2007.024.0,24.0H0540020,0,0,0,7.5625525,84.68069,67358.5609508,213877.06759855,0.000112273071058,0.0003959316019749,0.0003959316019749,1.0,0.0003959316019749,226838.24270329,0.0018458234158852,21.89422058544393,38.06394,226838.24270329,0.0305944884658522,0.0,0.024423875208766,0.44377829313685346,3.0862227017866277,,0,0.0
2008.0,24.0,4.416848,30.62,0.03670837,0.032759465,0.033373836,H0540,20,PFFS,Enhanced Alternative,0.0,0.0,,Y,0,115.16167,38.06394,14.636866,3.3993647,98.0,0.9616464,,,1028.0,"Wellpoint, Inc.",WellPoint,WellPoint,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,2008.0,20,2008.024.0,24.0H0540020,0,0,0,3.3993647,38.06394,67744.761520574,229164.48843059,5.0179004600490285e-05,0.0001660987715011,0.0001660987715011,1.0,0.0001660987715011,236251.88965924,0.0,25.592275375561886,115.16167,236251.88965924,0.0328505308939291,0.0,0.024423875208766,0.435137226901553,3.242290562809781,0.1560678610231534,0,0.0
2009.0,24.0,7.1825976,33.66,0.03670837,0.032759465,0.033373836,H0540,20,PFFS,Enhanced Alternative,0.0,0.0,,Y,0,137.92499,115.16167,18.554728,14.636866,100.0,0.952007,,,1091.0,"Wellpoint, Inc.",WellPoint,WellPoint,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,2009.0,20,2009.024.0,24.0H0540020,0,0,0,14.636866,115.16167,68589.73521216,236149.4993328,0.000213397324756,0.0004876642564365,0.000213397324756,1.0,0.000213397324756,239940.2050059,0.0,31.002219105436232,137.92499,239940.2050059,0.0302908801791733,0.0,0.024423875208766,0.5725638082509701,3.434058785969461,0.19176822315967978,1,0.024423875208766
2010.0,24.0,7.155041,35.77,0.03670837,0.032759465,0.033373836,H0540,89,PFFS,Enhanced Alternative,22.1,20.0,,Y,0,13.266027,,2.9368815,,100.0,0.95720524,,,1096.0,"Wellpoint, Inc.",WellPoint,WellPoint,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,2010.0,89,2010.024.0,24.0H0540089,0,0,0,5.8053555,26.223055,69155.58170924,239300.422793,8.394630421024044e-05,0.0001095821507289,8.394630421024044e-05,1.0,8.394630421024044e-05,247270.2653254,0.001072998161145,34.063827337621305,13.266027,247270.2653254,0.0198204179283361,0.0,0.024423875208766,0.5370788457273201,3.5282360393742245,0.09417725340476357,1,0.024423875208766
2011.0,24.0,6.6911044,36.94,0.03670837,0.032759465,0.033373836,H1716,1,Local PPO,Enhanced Alternative,32.0,32.0,,Y,0,1370.5507,1183.8093,114.54589,76.35167,92.0,0.9421141,,,1123.0,Humana Inc.,Humana,Humana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,2011.0,1,2011.024.0,24.0H1716001,0,0,0,76.35167,1183.8093,69979.7923039,239865.393172,0.0010910531095666,0.0049353067749591,0.0010910531095666,1.0,0.0010910531095666,250585.1060811,0.17502086650675,35.79238476702605,1370.5507,250585.1060811,0.0168884738051045,0.0,0.024423875208766,0.5994016075075193,3.5777351547745373,0.04949911540031282,1,0.024423875208766
2007.0,25.0,3.8692844,29.5,0.08005738,0.06722893,0.06209177,H0540,20,PFFS,Enhanced Alternative,11.0,11.0,Below Regional Benchmark,,0,418.64252,2269.338,37.38758,252.9814,74.0,0.79188347,,,761.0,"Wellpoint, Inc.",WellPoint,WellPoint,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,2007.0,20,2007.025.0,25.0H0540020,0,0,0,252.9814,2269.338,328336.771013314,1101223.17582414,0.0007704936587493,0.0020607430444802,0.0020607430444802,1.0,0.0020607430444802,1149826.8185464,0.0040050098377612,18.29974201945158,418.64252,1149826.8185464,0.0245758748571576,0.0,0.0431387173412407,0.46222238250576586,2.9068869624502796,,0,0.0
2008.0,25.0,4.360592,30.61,0.08005738,0.06722893,0.06209177,H0370,1,Local PPO,Enhanced Alternative,29.5,9.0,,Y,0,0.0,,0.0,,94.0,0.8568756,,,916.0,Coventry Health Care Inc.,Coventry Health Care,Coventry Health Care,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,25.0,2008.0,1,2008.025.0,25.0H0370001,0,0,0,,,327505.129327856,1149610.11457484,0.0,0.0,0.0,1.0,0.0,1191920.0200194,0.0,22.489418943402583,0.0,1191920.0200194,0.0248481437534021,0.0,0.0431387173412407,0.4325301192951789,3.1130449294170357,0.20615796696675615,0,0.0
2009.0,25.0,6.5592537,33.19,0.08005738,0.06722893,0.06209177,H0370,1,Local PPO,Enhanced Alternative,35.0,7.6,,Y,0,0.0,0.0,,0.0,99.0,0.85776615,,,983.0,Coventry Health Care Inc.,Coventry Health Care,Coventry Health Care,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,25.0,2009.0,1,2009.025.0,25.0H0370001,0,0,0,0.0,0.0,313710.1272298,1161098.6138681,0.0,0.0,0.0,1.0,0.0,1208665.0172554,0.0,28.836025607348663,0.0,1208665.0172554,0.0297890643693478,0.0,0.0431387173412407,0.4363964950985342,3.361625494575946,0.24858056515891036,1,0.0431387173412407
2010.0,25.0,6.3650794,37.55,0.08005738,0.06722893,0.06209177,H0370,1,Local PPO,Enhanced Alternative,0.0,0.0,,,0,808.0,0.0,72.0,,99.0,0.86026204,,,985.0,Coventry Health Care Inc.,Coventry Health Care,Coventry Health Care,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,25.0,2010.0,1,2010.025.0,25.0H0370001,0,0,0,,0.0,324155.05536364,1143289.4428214,0.0,0.0,0.0,1.0,0.0,1223882.8359674,0.0,31.26863514705327,808.0,1223882.8359674,0.0330505492938193,0.0,0.0431387173412407,0.4654562608340056,3.4426155231571913,0.08099002858124527,1,0.0431387173412407
2011.0,25.0,5.7684093,37.47,0.08005738,0.06722893,0.06209177,H0370,1,Local PPO,Enhanced Alternative,0.0,0.0,,,0,1144.0,808.0,159.0,72.0,91.0,0.8372483,,,998.0,Coventry Health Care Inc.,Coventry Health Care,Coventry Health Care,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,25.0,2011.0,1,2011.025.0,25.0H0370001,0,0,0,72.0,808.0,333310.9544364,1199329.65529,0.0002160145024988,0.0006737096814341,0.0002160145024988,1.0,0.0002160145024988,1254500.3135104,0.0,31.783481593090613,1144.0,1254500.3135104,0.0391837287488987,0.0,0.0431387173412407,0.5650249339042817,3.458946708068769,0.0163311849115777,1,0.0431387173412407
2007.0,26.0,3.4753072,22.72,0.16084212,0.15123281,0.15056187,H0540,20,PFFS,Enhanced Alternative,11.0,11.0,Below Regional Benchmark,,0,77.086525,,6.884343,,74.0,0.79188347,,,761.0,"Wellpoint, Inc.",WellPoint,WellPoint,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,2007.0,20,2007.026.0,26.0H0540020,0,0,0,37.38758,418.64252,64366.3868317,138859.2219089,0.0005808556583696,0.0030148701270604,0.0030148701270604,1.0,0.0030148701270604,143302.21410169,0.0059172273109351,15.596191728718098,77.086525,143302.21410169,0.0996914115357797,0.0,0.108203441100398,0.3719450483013954,2.747026764499397,,0,0.0
2008.0,26.0,4.4992695,19.28,0.16084212,0.15123281,0.15056187,H0540,20,PFFS,Enhanced Alternative,0.0,0.0,,Y,0,208.32693,77.086525,26.478025,6.884343,98.0,0.9616464,,,1028.0,"Wellpoint, Inc.",WellPoint,WellPoint,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,2008.0,20,2008.026.0,26.0H0540020,0,0,0,6.884343,77.086525,64185.4122786,144957.21745742,0.0001072571283038,0.000531788112052,0.000531788112052,1.0,0.000531788112052,148154.6999986,0.0,15.091775008235368,208.32693,148154.6999986,0.0999495797307809,0.0,0.108203441100398,0.3267722768886202,2.7141498939757893,-0.03287687052360777,0,0.0
2009.0,26.0,6.847618,20.55,0.16084212,0.15123281,0.15056187,H0540,20,PFFS,Enhanced Alternative,0.0,0.0,,Y,0,231.94977,223.90991,31.203663,27.955803,100.0,0.952007,,,1091.0,"Wellpoint, Inc.",WellPoint,WellPoint,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,2009.0,20,2009.026.0,26.0H0540020,0,0,0,27.955803,223.90991,58373.04617226,141445.2998562,0.0004789162949883,0.001583014142058,0.0004789162949883,1.0,0.0004789162949883,153766.00885084,0.0,18.249415419830317,231.94977,153766.00885084,0.1026364676949458,0.0,0.108203441100398,0.5274523434864278,2.904133047725352,0.18998315374956265,1,0.108203441100398
2010.0,26.0,7.938526,21.42,0.16084212,0.15123281,0.15056187,H0540,89,PFFS,Enhanced Alternative,22.1,20.0,,Y,0,22.574331,11.148699,4.9975877,2.4763277,100.0,0.95720524,,,1096.0,"Wellpoint, Inc.",WellPoint,WellPoint,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,2010.0,89,2010.026.0,26.0H0540089,0,0,0,2.4763277,11.148699,67984.72574940001,154539.40713804,3.642476560290978e-05,7.214146350413777e-05,3.642476560290978e-05,1.0,3.6424765602909786e-05,156560.1041363,0.0028837910046798,20.457771382251096,22.574331,156560.1041363,0.1089230241259535,0.0,0.108203441100398,0.4437320246197541,3.018362828991981,0.11422978126662908,1,0.108203441100398
2011.0,26.0,7.4191756,22.62,0.16084212,0.15123281,0.15056187,H3028,1,HMO,Enhanced Alternative,0.0,0.0,,Y,0,1458.0,1043.0,439.0,272.0,92.0,0.9421141,,,1123.0,Humana Inc.,Humana,Humana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,2011.0,1,2011.026.0,26.0H3028001,0,0,0,272.0,1043.0,66096.443165,146240.98112,0.0041151987455813,0.0071320637485613,0.0041151987455813,1.0,0.0041151987455813,160325.33675000002,0.0,18.20236126190453,1458.0,160325.33675000002,0.1108745527085256,0.0,0.108203441100398,0.5456118101540508,2.9015513253323713,-0.1168115036596098,1,0.108203441100398
2007.0,27.0,3.7852695,27.37,0.264984,0.26189032,0.26331896,H0540,80,PFFS,Enhanced Alternative,11.0,11.0,Below Regional Benchmark,,0,0.0,,0.0,,,,,,,"Wellpoint, Inc.",WellPoint,WellPoint,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,2007.0,80,2007.027.0,27.0H0540080,0,0,0,,,85605.71651654001,209843.08684502,0.0,0.0,0.0,1.0,0.0,258589.57300952,0.0,16.20974709469956,0.0,258589.57300952,0.1042965487204973,0.0,0.1028373375250309,0.3705626006990154,2.7856127338183216,,0,0.0
2008.0,27.0,4.7974973,24.59,0.264984,0.26189032,0.26331896,H0540,20,PFFS,Enhanced Alternative,0.0,0.0,,Y,0,582.0637,0.0,73.97938,0.0,98.0,0.9616464,,,1028.0,"Wellpoint, Inc.",WellPoint,WellPoint,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,2008.0,20,2008.027.0,27.0H0540020,0,0,0,0.0,0.0,86774.41618315,261067.48512674,0.0,0.0,0.0,1.0,0.0,277028.9874326,0.0,19.556182657862244,582.0637,277028.9874326,0.096708291245219,0.0,0.1028373375250309,0.3081080738987864,2.9732914849193657,0.18767875110104404,0,0.0
2009.0,27.0,8.124382,30.17,0.264984,0.26189032,0.26331896,H0540,91,PFFS,Enhanced Alternative,0.0,0.0,,Y,0,4870.105,,317.655,,100.0,0.952007,,,1091.0,"Wellpoint, Inc.",WellPoint,WellPoint,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,2009.0,91,2009.027.0,27.0H0540091,0,0,0,388.85953,5961.772,84716.55319813,275290.28981847,0.0045901245426092,0.0216563105219994,0.0045901245426092,1.0,0.0045901245426092,294767.45723353,0.0,22.651966804268326,4870.105,294767.45723353,0.0912583778835817,0.0,0.1028373375250309,0.4089873666008027,3.120246682784668,0.14695519786530253,1,0.1028373375250309
2010.0,27.0,8.944474,30.99,0.264984,0.26189032,0.26331896,H0540,91,PFFS,Enhanced Alternative,4.5,1.5,,Y,0,3359.43,4870.105,263.9418,317.655,100.0,0.95720524,,,1096.0,"Wellpoint, Inc.",WellPoint,WellPoint,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,2010.0,91,2010.027.0,27.0H0540091,0,0,0,317.655,4870.105,91518.4124936,291698.734553,0.003470940888777,0.0166956672179704,0.003470940888777,1.0,0.003470940888777,309017.9656534,0.0163069645136813,22.881989751737404,3359.43,309017.9656534,0.0889754093806923,0.0,0.1028373375250309,0.4111085296921106,3.1303501274042267,0.010103444619558477,1,0.1028373375250309
2011.0,27.0,8.289672,32.85,0.264984,0.26189032,0.26331896,H0609,2,HMO,Enhanced Alternative,12.2,12.2,,Y,0,5406.0,6241.0,613.0,662.0,90.0,0.9312081,,,1110.0,"UnitedHealth Group, Inc.",United Health Group,United Health Group,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,2011.0,2,2011.027.0,27.0H0609002,0,0,0,662.0,6241.0,86367.9817186,289893.25332,0.0076648775023699,0.0215286141658179,0.0076648775023699,1.0,0.0076648775023699,317787.413309,0.2075387420579509,24.733922526967795,5406.0,317787.413309,0.0921685339737478,0.0,0.1028373375250309,0.5546268309947542,3.2081756830665484,0.07782555566232174,1,0.1028373375250309
2007.0,28.0,3.7081583,21.37,0.2666531,0.26705,0.27220434,H0302,1,HMO/HMOPOS,Enhanced Alternative,0.0,0.0,Below Regional Benchmark,Y,0,18114.0,18017.0,809.0,897.0,66.0,0.6139438,,,590.0,Sun Health Corporation,All Others,All Others,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,28.0,2007.0,1,2007.028.0,28.0H0302001,0,0,0,897.0,18017.0,151868.10475988,425470.24655328,0.0059064409964044,0.0423460868203008,0.0423460868203008,1.0,0.0423460868203008,442127.1372672,0.0,11.656271342104578,18114.0,442127.1372672,0.1042731741936442,0.0,0.1237965455175341,0.2753047973363554,2.455844347800446,,0,0.0
2008.0,28.0,5.957428,15.92,0.2666531,0.26705,0.27220434,H0302,1,HMO/HMOPOS,Enhanced Alternative,0.0,0.0,,Y,0,18064.0,18114.0,859.0,809.0,85.0,0.66136575,,,707.0,Sun Health Corporation,All Others,All Others,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,28.0,2008.0,1,2008.028.0,28.0H0302001,0,0,0,809.0,18114.0,148080.86425528,446169.1866916,0.0054632312153807,0.0405989488747924,0.0405989488747924,1.0,0.0405989488747924,467905.32172794,0.0,11.629645951919729,18064.0,467905.32172794,0.0883341096599713,0.0,0.1237965455175341,0.2530699191426831,2.4535575234119604,-0.0022868243884857087,0,0.0
2009.0,28.0,9.884395,16.22,0.2666531,0.26705,0.27220434,H0302,1,HMO,Enhanced Alternative,0.0,0.0,,Y,0,17635.0,18064.0,816.0,859.0,86.0,0.65619546,,,752.0,Banner Health,All Others,All Others,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,28.0,2009.0,1,2009.028.0,28.0H0302001,0,0,0,859.0,18064.0,154510.2677037,465778.9343752,0.0055595010789009,0.038782346445597,0.0055595010789009,1.0,0.0055595010789009,492509.208159,0.0,13.610007343662108,17635.0,492509.208159,0.0848918138125494,0.0,0.1237965455175341,0.3371296987193855,2.6108053562416353,0.15724783282967492,1,0.1237965455175341
2010.0,28.0,10.498659,24.75,0.2666531,0.26705,0.27220434,H0302,1,HMO,Enhanced Alternative,14.0,8.1,,Y,100,18244.0,17635.0,860.0,816.0,88.0,0.6681223,,,765.0,Banner Health,All Others,All Others,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,28.0,2010.0,1,2010.028.0,28.0H0302001,0,0,0,816.0,17635.0,151269.99115046,466406.1214854,0.0053943283383177,0.0378103956779907,0.0053943283383177,1.0,0.0053943283383177,509015.199013,0.2903182464620783,16.99338342256119,18244.0,509015.199013,0.0905886505735211,0.0,0.1237965455175341,0.4039994947789362,2.8328240578565977,0.2220187016149624,1,0.1237965455175341
2011.0,28.0,9.47934,27.34,0.2666531,0.26705,0.27220434,H0302,1,HMO,Enhanced Alternative,14.0,0.0,,,0,18645.0,18244.0,1001.0,860.0,,,,,,Banner Health,All Others,All Others,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,28.0,2011.0,1,2011.028.0,28.0H0302001,0,0,0,860.0,18244.0,163225.0467323,508742.045299,0.0052687992266925,0.035861002975049,0.0052687992266925,1.0,0.0052687992266925,541073.949498,0.0,16.84116890733026,18645.0,541073.949498,0.0993320784522424,0.0,0.1237965455175341,0.41067839367777037,2.823826418954544,-0.00899763890205385,1,0.1237965455175341
2007.0,29.0,4.6760783,20.56,0.28334114,0.27952784,0.2846626,H0540,69,PFFS,Enhanced Alternative,11.0,11.0,Below Regional Benchmark,,0,0.0,,0.0,,,,,,,"Wellpoint, Inc.",WellPoint,WellPoint,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,2007.0,69,2007.029.0,29.0H0540069,0,0,0,,,49957.96873212,168286.5818489,0.0,0.0,0.0,1.0,0.0,163654.41947274,0.0,10.346650024689872,0.0,163654.41947274,0.2880521048675517,0.0,0.3044820480098146,0.207818113694895,2.336662798207136,,0,0.0
2008.0,29.0,7.0305014,16.64,0.28334114,0.27952784,0.2846626,H0540,20,PFFS,Enhanced Alternative,0.0,0.0,,Y,0,316.43286,0.0,40.218117,0.0,98.0,0.9616464,,,1028.0,"Wellpoint, Inc.",WellPoint,WellPoint,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,2008.0,20,2008.029.0,29.0H0540020,0,0,0,0.0,0.0,46403.06246616,168059.18860812,0.0,0.0,0.0,1.0,0.0,169941.37987999,0.0,11.226319352160884,316.43286,169941.37987999,0.2744181554423821,0.0,0.3044820480098146,0.22675344511426931,2.4182609636622288,0.0815981654550928,0,0.0
2009.0,29.0,11.642601,20.2,0.28334114,0.27952784,0.2846626,H0540,20,PFFS,Enhanced Alternative,0.0,0.0,,Y,0,329.17548,340.1022,44.28321,42.46275,100.0,0.952007,,,1091.0,"Wellpoint, Inc.",WellPoint,WellPoint,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,2009.0,20,2009.029.0,29.0H0540020,0,0,0,42.46275,340.1022,47171.1873551,174506.39858225,0.0009001840398958,0.00194893827827,0.0009001840398958,1.0,0.0009001840398958,179286.8782687,0.0,14.113722326522764,329.17548,179286.8782687,0.2615807718494225,0.0,0.3044820480098146,0.47348818743663024,2.6471475387647874,0.2288865751025586,1,0.3044820480098146
2010.0,29.0,13.741504,27.31,0.28334114,0.27952784,0.2846626,H0540,20,PFFS,Enhanced Alternative,0.0,0.0,,Y,0,367.8493,329.17548,57.710373,44.28321,100.0,0.95720524,,,1096.0,"Wellpoint, Inc.",WellPoint,WellPoint,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,2010.0,20,2010.029.0,29.0H0540020,0,0,0,44.28321,329.17548,47199.09793038,175397.9854843,0.0009382215326513,0.0018767346676821,0.0009382215326513,1.0,0.0009382215326513,187403.1214673,0.0,16.40910268204795,367.8493,187403.1214673,0.2427707694716206,0.0,0.3044820480098146,0.5964520771461561,2.797836222439834,0.1506886836750465,1,0.3044820480098146
2011.0,29.0,13.546128,30.06,0.28334114,0.27952784,0.2846626,H2906,3,Local PPO,Enhanced Alternative,136.3,56.3,,Y,0,457.0,377.0,0.0,14.0,93.0,0.9647651,,,1150.0,Renown Health,All Others,All Others,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,29.0,2011.0,3,2011.029.0,29.0H2906003,0,0,0,14.0,377.0,44695.6059016,183667.209749,0.0003132298962636,0.0020526255095572,0.0003132298962636,1.0,0.0003132298962636,199766.8321834,0.1287956550083293,17.4317564062156,457.0,199766.8321834,0.2228247778346604,0.0,0.3044820480098146,0.3962358187735411,2.8582936236011074,0.060457401161273516,1,0.3044820480098146
2007.0,30.0,4.7736225,28.71,0.21898271,0.21965672,0.22554603,H0540,20,PFFS,Enhanced Alternative,11.0,11.0,Below Regional Benchmark,,0,496.96454,,44.382263,,74.0,0.79188347,,,761.0,"Wellpoint, Inc.",WellPoint,WellPoint,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,2007.0,20,2007.030.0,30.0H0540020,0,0,0,33.223587,372.01672,238137.446987,637666.00049009,0.0001395143326694,0.0005834037250129,0.0005834037250129,1.0,0.0005834037250129,692903.948716,0.0078894195221863,22.270091891478597,496.96454,692903.948716,0.0310880029474748,0.0,0.0266149673497729,0.366831538486009,3.1032446075058733,,0,0.0
